;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;City / State
39;CA-2015-117415;2015-12-27;2015-12-31;Standard Class;SN-20710;Steve Nguyen;Home Office;United States;Houston;Texas;Central;FUR-CH-10004218;Furniture;Chairs;Global Fabric Manager's Chair, Dark Gray;212.058;3;0.3;-15.147;Houston / Texas
40;CA-2015-117415;2015-12-27;2015-12-31;Standard Class;SN-20710;Steve Nguyen;Home Office;United States;Houston;Texas;Central;TEC-PH-10000486;Technology;Phones;Plantronics HL10 Handset Lifter;371.168;4;0.2;41.7564;Houston / Texas
41;CA-2017-120999;2017-09-10;2017-09-15;Standard Class;LC-16930;Linda Cazamias;Corporate;United States;Naperville;Illinois;Central;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;147.168;4;0.2;16.5564;Naperville / Illinois
42;CA-2016-101343;2016-07-17;2016-07-22;Standard Class;RA-19885;Ruben Ausman;Corporate;United States;Los Angeles;California;West;OFF-ST-10003479;Office Supplies;Storage;Eldon Base for stackable storage shelf, platinum;77.88;2;0.0;3.894;Los Angeles / California
43;CA-2017-139619;2017-09-19;2017-09-23;Standard Class;ES-14080;Erin Smith;Corporate;United States;Melbourne;Florida;South;OFF-ST-10003282;Office Supplies;Storage;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;95.616;2;0.2;9.5616;Melbourne / Florida
44;CA-2016-118255;2016-03-11;2016-03-13;First Class;ON-18715;Odella Nelson;Corporate;United States;Eagan;Minnesota;Central;TEC-AC-10000171;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;45.98;2;0.0;19.7714;Eagan / Minnesota
45;CA-2016-118255;2016-03-11;2016-03-13;First Class;ON-18715;Odella Nelson;Corporate;United States;Eagan;Minnesota;Central;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;17.46;2;0.0;8.2062;Eagan / Minnesota
46;CA-2014-146703;2014-10-20;2014-10-25;Second Class;PO-18865;Patrick O'Donnell;Consumer;United States;Westland;Michigan;Central;OFF-ST-10001713;Office Supplies;Storage;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;211.96;4;0.0;8.4784;Westland / Michigan
47;CA-2016-169194;2016-06-20;2016-06-25;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;Dover;Delaware;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45.0;3;0.0;4.95;Dover / Delaware
48;CA-2016-169194;2016-06-20;2016-06-25;Standard Class;LH-16900;Lena Hernandez;Consumer;United States;Dover;Delaware;East;TEC-PH-10003988;Technology;Phones;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;21.8;2;0.0;6.104;Dover / Delaware
49;CA-2015-115742;2015-04-18;2015-04-22;Standard Class;DP-13000;Darren Powers;Consumer;United States;New Albany;Indiana;Central;OFF-BI-10004410;Office Supplies;Binders;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;38.22;6;0.0;17.9634;New Albany / Indiana
50;CA-2015-115742;2015-04-18;2015-04-22;Standard Class;DP-13000;Darren Powers;Consumer;United States;New Albany;Indiana;Central;OFF-LA-10002762;Office Supplies;Labels;Avery 485;75.18;6;0.0;35.3346;New Albany / Indiana
51;CA-2015-115742;2015-04-18;2015-04-22;Standard Class;DP-13000;Darren Powers;Consumer;United States;New Albany;Indiana;Central;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;6.16;2;0.0;2.9568;New Albany / Indiana
52;CA-2015-115742;2015-04-18;2015-04-22;Standard Class;DP-13000;Darren Powers;Consumer;United States;New Albany;Indiana;Central;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;89.99;1;0.0;17.0981;New Albany / Indiana
53;CA-2016-105816;2016-12-11;2016-12-17;Standard Class;JM-15265;Janet Molinari;Corporate;United States;New York City;New York;East;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;15.26;7;0.0;6.2566;New York City / New York
54;CA-2016-105816;2016-12-11;2016-12-17;Standard Class;JM-15265;Janet Molinari;Corporate;United States;New York City;New York;East;TEC-PH-10002447;Technology;Phones;AT&T CL83451 4-Handset Telephone;1029.95;5;0.0;298.6855;New York City / New York
55;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts;208.56;6;0.0;52.14;Troy / New York
56;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;OFF-PA-10001569;Office Supplies;Paper;Xerox 232;32.4;5;0.0;15.552;Troy / New York
57;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;FUR-CH-10003968;Furniture;Chairs;Novimex Turbo Task Chair;319.41;5;0.1;7.098;Troy / New York
58;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper, Assorted Colors;14.56;2;0.0;6.9888;Troy / New York
59;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;30.0;2;0.0;3.3;Troy / New York
60;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;OFF-BI-10001460;Office Supplies;Binders;Plastic Binding Combs;48.48;4;0.2;16.362;Troy / New York
61;CA-2016-111682;2016-06-17;2016-06-18;First Class;TB-21055;Ted Butterfield;Consumer;United States;Troy;New York;East;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;1.68;1;0.0;0.84;Troy / New York
62;CA-2015-135545;2015-11-24;2015-11-30;Standard Class;KM-16720;Kunst Miller;Consumer;United States;Los Angeles;California;West;TEC-AC-10004633;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;13.98;2;0.0;6.1512;Los Angeles / California
63;CA-2015-135545;2015-11-24;2015-11-30;Standard Class;KM-16720;Kunst Miller;Consumer;United States;Los Angeles;California;West;OFF-BI-10001078;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";25.824;6;0.2;9.3612;Los Angeles / California
64;CA-2015-135545;2015-11-24;2015-11-30;Standard Class;KM-16720;Kunst Miller;Consumer;United States;Los Angeles;California;West;OFF-PA-10003892;Office Supplies;Paper;Xerox 1943;146.73;3;0.0;68.9631;Los Angeles / California
65;CA-2015-135545;2015-11-24;2015-11-30;Standard Class;KM-16720;Kunst Miller;Consumer;United States;Los Angeles;California;West;FUR-FU-10000397;Furniture;Furnishings;Luxo Economy Swing Arm Lamp;79.76;4;0.0;22.3328;Los Angeles / California
66;US-2015-164175;2015-04-30;2015-05-05;Standard Class;PS-18970;Paul Stevenson;Home Office;United States;Chicago;Illinois;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;213.115;5;0.3;-15.2225;Chicago / Illinois
67;CA-2014-106376;2014-12-05;2014-12-10;Standard Class;BS-11590;Brendan Sweed;Corporate;United States;Gilbert;Arizona;West;OFF-AR-10002671;Office Supplies;Art;Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige;1113.024;8;0.2;111.3024;Gilbert / Arizona
68;CA-2014-106376;2014-12-05;2014-12-10;Standard Class;BS-11590;Brendan Sweed;Corporate;United States;Gilbert;Arizona;West;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;167.968;4;0.2;62.988;Gilbert / Arizona
69;CA-2016-119823;2016-06-04;2016-06-06;First Class;KD-16270;Karen Daniels;Consumer;United States;Springfield;Virginia;South;OFF-PA-10000482;Office Supplies;Paper;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;75.88;2;0.0;35.6636;Springfield / Virginia
70;CA-2016-106075;2016-09-18;2016-09-23;Standard Class;HM-14980;Henry MacAllister;Consumer;United States;New York City;New York;East;OFF-BI-10004654;Office Supplies;Binders;Avery Binding System Hidden Tab Executive Style Index Sets;4.616;1;0.2;1.731;New York City / New York
71;CA-2017-114440;2017-09-14;2017-09-17;Second Class;TB-21520;Tracy Blumstein;Consumer;United States;Jackson;Michigan;Central;OFF-PA-10004675;Office Supplies;Paper;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";19.05;3;0.0;8.763;Jackson / Michigan
72;US-2015-134026;2015-04-26;2015-05-02;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Memphis;Tennessee;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;831.936;8;0.2;-114.3912;Memphis / Tennessee
73;US-2015-134026;2015-04-26;2015-05-02;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Memphis;Tennessee;South;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";97.04;2;0.2;1.213;Memphis / Tennessee
74;US-2015-134026;2015-04-26;2015-05-02;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Memphis;Tennessee;South;OFF-ST-10004123;Office Supplies;Storage;Safco Industrial Wire Shelving System;72.784;1;0.2;-18.196;Memphis / Tennessee
75;US-2017-118038;2017-12-09;2017-12-11;First Class;KB-16600;Ken Brennan;Corporate;United States;Houston;Texas;Central;OFF-BI-10004182;Office Supplies;Binders;Economy Binders;1.248;3;0.8;-1.9344;Houston / Texas
76;US-2017-118038;2017-12-09;2017-12-11;First Class;KB-16600;Ken Brennan;Corporate;United States;Houston;Texas;Central;FUR-FU-10000260;Furniture;Furnishings;"6"" Cubicle Wall Clock, Black";9.708;3;0.6;-5.8248;Houston / Texas
77;US-2017-118038;2017-12-09;2017-12-11;First Class;KB-16600;Ken Brennan;Corporate;United States;Houston;Texas;Central;OFF-ST-10000615;Office Supplies;Storage;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;27.24;3;0.2;2.724;Houston / Texas
78;US-2014-147606;2014-11-26;2014-12-01;Second Class;JE-15745;Joel Eaton;Consumer;United States;Houston;Texas;Central;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;19.3;5;0.6;-14.475;Houston / Texas
79;CA-2016-127208;2016-06-12;2016-06-15;First Class;SC-20770;Stewart Carmichael;Corporate;United States;Decatur;Alabama;South;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208.16;1;0.0;56.2032;Decatur / Alabama
80;CA-2016-127208;2016-06-12;2016-06-15;First Class;SC-20770;Stewart Carmichael;Corporate;United States;Decatur;Alabama;South;OFF-BI-10002309;Office Supplies;Binders;Avery Heavy-Duty EZD  Binder With Locking Rings;16.74;3;0.0;8.0352;Decatur / Alabama
81;CA-2014-139451;2014-10-12;2014-10-16;Standard Class;DN-13690;Duane Noonan;Consumer;United States;San Francisco;California;West;OFF-AR-10002053;Office Supplies;Art;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;14.9;5;0.0;4.172;San Francisco / California
82;CA-2014-139451;2014-10-12;2014-10-16;Standard Class;DN-13690;Duane Noonan;Consumer;United States;San Francisco;California;West;OFF-ST-10002370;Office Supplies;Storage;Sortfiler Multipurpose Personal File Organizer, Black;21.39;1;0.0;6.2031;San Francisco / California
83;CA-2015-149734;2015-09-03;2015-09-08;Standard Class;JC-16105;Julie Creighton;Corporate;United States;Durham;North Carolina;South;OFF-EN-10000927;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;200.984;7;0.2;62.8075;Durham / North Carolina
84;US-2017-119662;2017-11-13;2017-11-16;First Class;CS-12400;Christopher Schild;Home Office;United States;Chicago;Illinois;Central;OFF-ST-10003656;Office Supplies;Storage;Safco Industrial Wire Shelving;230.376;3;0.2;-48.9549;Chicago / Illinois
85;CA-2017-140088;2017-05-28;2017-05-30;Second Class;PO-18865;Patrick O'Donnell;Consumer;United States;Columbia;South Carolina;South;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;301.96;2;0.0;33.2156;Columbia / South Carolina
86;CA-2017-155558;2017-10-26;2017-11-02;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Rochester;Minnesota;Central;TEC-AC-10001998;Technology;Accessories;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;19.99;1;0.0;6.7966;Rochester / Minnesota
87;CA-2017-155558;2017-10-26;2017-11-02;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Rochester;Minnesota;Central;OFF-LA-10000134;Office Supplies;Labels;Avery 511;6.16;2;0.0;2.9568;Rochester / Minnesota
88;CA-2016-159695;2016-04-05;2016-04-10;Second Class;GM-14455;Gary Mitchum;Home Office;United States;Houston;Texas;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;158.368;7;0.2;13.8572;Houston / Texas
89;CA-2016-109806;2016-09-17;2016-09-22;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;West;OFF-AR-10004930;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip;20.1;3;0.0;6.633;Los Angeles / California
90;CA-2016-109806;2016-09-17;2016-09-22;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;West;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;73.584;2;0.2;8.2782;Los Angeles / California
91;CA-2016-109806;2016-09-17;2016-09-22;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;West;OFF-PA-10000304;Office Supplies;Paper;Xerox 1995;6.48;1;0.0;3.1104;Los Angeles / California
92;CA-2015-149587;2015-01-31;2015-02-05;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;Central;OFF-PA-10003177;Office Supplies;Paper;Xerox 1999;12.96;2;0.0;6.2208;Minneapolis / Minnesota
93;CA-2015-149587;2015-01-31;2015-02-05;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;Central;FUR-FU-10003799;Furniture;Furnishings;"Seth Thomas 13 1/2"" Wall Clock";53.34;3;0.0;16.5354;Minneapolis / Minnesota
94;CA-2015-149587;2015-01-31;2015-02-05;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;Central;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;32.96;2;0.0;16.1504;Minneapolis / Minnesota
95;US-2017-109484;2017-11-06;2017-11-12;Standard Class;RB-19705;Roger Barcio;Home Office;United States;Portland;Oregon;West;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;5.682;1;0.7;-3.788;Portland / Oregon
96;CA-2017-161018;2017-11-09;2017-11-11;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;East;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;96.53;7;0.0;40.5426;New York City / New York
97;CA-2017-157833;2017-06-17;2017-06-20;First Class;KD-16345;Katherine Ducich;Consumer;United States;San Francisco;California;West;OFF-BI-10001721;Office Supplies;Binders;Trimflex Flexible Post Binders;51.312;3;0.2;17.9592;San Francisco / California
98;CA-2016-149223;2016-09-06;2016-09-11;Standard Class;ER-13855;Elpida Rittenbach;Corporate;United States;Saint Paul;Minnesota;Central;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;77.88;6;0.0;22.5852;Saint Paul / Minnesota
99;CA-2016-158568;2016-08-29;2016-09-02;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;Central;OFF-PA-10003256;Office Supplies;Paper;Avery Personal Creations Heavyweight Cards;64.624;7;0.2;22.6184;Chicago / Illinois
100;CA-2016-158568;2016-08-29;2016-09-02;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;Central;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95.976;3;0.2;-10.7973;Chicago / Illinois
101;CA-2016-158568;2016-08-29;2016-09-02;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;Central;OFF-BI-10002609;Office Supplies;Binders;Avery Hidden Tab Dividers for Binding Systems;1.788;3;0.8;-3.0396;Chicago / Illinois
